dt,symbol,open,high,low,close,volume,vwap,is_trading_day
2024-06-27,2317.tw,208.0,214.5,207.5,212.5,84781047,211.5,1
2024-06-28,2317.tw,214.0,216.0,212.5,214.0,75725075,214.166667,1
2024-07-01,2317.tw,215.0,217.0,214.5,216.0,73503014,215.833333,1
2024-07-02,2317.tw,212.0,213.0,203.0,204.5,142637509,206.833333,1
2024-07-03,2317.tw,205.0,208.0,203.0,203.0,75817371,204.666667,1
2024-07-04,2317.tw,208.0,215.0,207.5,214.5,110905158,212.333333,1
2024-07-05,2317.tw,214.0,215.5,212.5,214.5,43052441,214.166667,1
2024-07-08,2317.tw,217.0,226.5,216.5,226.5,114405840,223.166667,1
2024-07-09,2317.tw,226.5,234.5,220.5,225.5,137762761,226.833333,1
2024-07-10,2317.tw,225.5,226.0,220.5,223.5,70302456,223.333333,1
2024-07-11,2317.tw,226.5,229.0,224.0,225.5,65419255,226.166667,1
2024-07-12,2317.tw,219.0,221.0,214.0,216.0,137754131,217.0,1
2024-07-15,2317.tw,216.5,219.0,214.5,216.5,52526510,216.666667,1
2024-07-16,2317.tw,216.5,217.5,212.5,213.0,82245845,214.333333,1
2024-07-17,2317.tw,213.0,217.5,211.5,212.0,75060648,213.666667,1
2024-07-18,2317.tw,206.0,209.0,203.0,204.0,132207113,205.333333,1
2024-07-19,2317.tw,200.5,204.0,200.0,204.0,90412154,202.666667,1
2024-07-22,2317.tw,203.0,204.0,191.0,192.5,158438644,195.833333,1
2024-07-23,2317.tw,198.5,201.5,197.0,201.5,83955746,200.0,1
2024-07-26,2317.tw,190.0,194.0,188.5,192.0,101861581,191.5,1
2024-07-29,2317.tw,196.0,197.0,192.0,193.0,58864802,194.0,1
2024-07-30,2317.tw,190.5,197.0,189.0,196.0,55246089,194.0,1
2024-07-31,2317.tw,194.5,202.0,194.0,198.0,76997270,198.0,1
2024-08-01,2317.tw,205.0,205.5,200.5,202.5,70033754,202.833333,1
2024-08-02,2317.tw,192.5,194.5,185.5,186.5,170805688,188.833333,1
2024-08-05,2317.tw,169.5,172.5,168.0,168.0,229394141,169.5,1
2024-08-06,2317.tw,173.5,175.0,160.0,167.5,309246386,167.5,1
2024-08-07,2317.tw,169.0,175.0,168.0,170.5,170623130,171.166667,1
2024-08-08,2317.tw,163.5,166.5,161.0,163.5,171908756,163.666667,1
2024-08-09,2317.tw,170.0,172.0,168.0,168.5,137129939,169.5,1
2024-08-12,2317.tw,172.0,179.0,171.5,176.0,110929344,175.5,1
2024-08-13,2317.tw,180.0,183.0,178.0,181.0,111247858,180.666667,1
2024-08-14,2317.tw,186.0,187.0,183.5,185.5,98234123,185.333333,1
2024-08-15,2317.tw,185.5,186.0,181.0,181.0,83391282,182.666667,1
2024-08-16,2317.tw,186.0,187.0,183.0,184.0,72396121,184.666667,1
2024-08-19,2317.tw,185.0,188.0,184.5,187.0,57256994,186.5,1
2024-08-20,2317.tw,189.5,191.0,186.0,186.5,80711041,187.833333,1
2024-08-21,2317.tw,185.0,186.0,181.5,183.5,71607014,183.666667,1
2024-08-22,2317.tw,184.0,185.0,179.0,179.5,72229297,181.166667,1
2024-08-23,2317.tw,176.0,181.0,175.0,180.0,49085475,178.666667,1
2024-08-26,2317.tw,182.0,185.0,180.5,182.0,42223023,182.5,1
2024-08-27,2317.tw,181.5,182.0,179.0,180.5,27898074,180.5,1
2024-08-28,2317.tw,181.0,186.0,179.5,185.5,59781576,183.666667,1
2024-08-29,2317.tw,180.5,185.5,180.0,184.5,57658983,183.333333,1
2024-08-30,2317.tw,185.0,186.0,183.5,184.5,50920206,184.666667,1
2024-09-02,2317.tw,185.5,187.0,182.0,183.0,35772515,184.0,1
2024-09-03,2317.tw,184.0,187.0,183.0,185.0,50713412,185.0,1
2024-09-04,2317.tw,175.0,181.0,172.0,179.5,124980705,177.5,1
2024-09-05,2317.tw,180.0,181.0,175.0,175.0,75390366,177.0,1
2024-09-06,2317.tw,175.5,178.0,175.0,176.5,38390840,176.5,1
2024-09-09,2317.tw,172.0,174.0,170.5,172.0,66946358,172.166667,1
2024-09-10,2317.tw,173.5,174.0,167.5,169.0,89950703,170.166667,1
2024-09-11,2317.tw,170.0,172.0,169.5,169.5,29053719,170.333333,1
2024-09-12,2317.tw,174.5,177.5,174.0,177.5,52398341,176.333333,1
2024-09-13,2317.tw,179.0,179.5,175.0,176.0,34996605,176.833333,1
2024-09-16,2317.tw,177.0,182.0,175.0,181.0,53785495,179.333333,1
2024-09-18,2317.tw,179.0,179.5,173.5,174.0,76540029,175.666667,1
2024-09-19,2317.tw,174.5,176.5,173.0,176.5,41446153,175.333333,1
2024-09-20,2317.tw,180.0,182.0,177.0,177.0,81520029,178.666667,1
2024-09-23,2317.tw,178.0,180.5,177.5,180.0,30529852,179.333333,1
2024-09-24,2317.tw,179.0,184.0,178.0,183.0,56746047,181.666667,1
2024-09-25,2317.tw,186.5,191.0,186.0,188.5,117055770,188.5,1
2024-09-26,2317.tw,192.0,193.0,188.5,189.5,65079925,190.333333,1
2024-09-27,2317.tw,192.0,194.0,190.0,191.0,67106252,191.666667,1
2024-09-30,2317.tw,190.0,191.0,187.5,187.5,61700675,188.666667,1
2024-10-01,2317.tw,189.0,190.0,185.5,187.0,33579126,187.5,1
2024-10-04,2317.tw,188.0,196.5,188.0,194.0,114048146,192.833333,1
2024-10-07,2317.tw,199.0,199.0,195.0,197.5,83512089,197.166667,1
2024-10-08,2317.tw,197.0,197.5,194.0,194.0,53834729,195.166667,1
2024-10-09,2317.tw,198.0,200.0,197.0,199.0,83114046,198.666667,1
2024-10-11,2317.tw,200.0,202.0,199.0,200.0,69936130,200.333333,1
2024-10-14,2317.tw,200.0,200.0,196.5,199.0,36211894,198.5,1
2024-10-15,2317.tw,201.0,207.5,200.5,207.0,126315098,205.0,1
2024-10-16,2317.tw,204.0,207.5,203.5,205.0,96069107,205.333333,1
2024-10-17,2317.tw,207.5,209.0,204.0,208.5,65050499,207.166667,1
2024-10-18,2317.tw,210.0,211.0,207.0,207.5,101109312,208.5,1
2024-10-21,2317.tw,210.0,213.5,209.0,210.0,58640655,210.833333,1
2024-10-22,2317.tw,211.0,216.0,209.0,215.5,87878376,213.5,1
2024-10-23,2317.tw,214.5,217.0,213.0,216.0,51043274,215.333333,1
2024-10-24,2317.tw,215.0,215.5,210.0,211.5,78486941,212.333333,1
2024-10-25,2317.tw,212.5,216.0,212.0,216.0,49063789,214.666667,1
2024-10-28,2317.tw,218.5,221.5,214.0,215.0,93823853,216.833333,1
2024-10-29,2317.tw,213.0,213.0,207.0,209.5,85568817,209.833333,1
2024-10-30,2317.tw,209.5,215.5,209.0,211.5,67172212,212.0,1
2024-11-01,2317.tw,202.0,208.5,201.5,208.0,87793218,206.0,1
2024-11-04,2317.tw,209.0,214.0,208.0,214.0,57179294,212.0,1
2024-11-05,2317.tw,212.0,215.5,211.0,214.0,43137748,213.5,1
2024-11-06,2317.tw,215.0,217.0,212.5,213.5,66841891,214.333333,1
2024-11-07,2317.tw,212.0,219.0,212.0,217.0,75949925,216.0,1
2024-11-08,2317.tw,219.5,220.0,217.5,218.0,53938151,218.5,1
2024-11-11,2317.tw,219.5,220.0,217.5,220.0,41304740,219.166667,1
2024-11-12,2317.tw,217.5,218.5,214.0,214.0,67724865,215.5,1
2024-11-13,2317.tw,212.5,216.5,212.5,214.5,54978607,214.5,1
2024-11-14,2317.tw,215.0,215.5,209.0,211.5,71008649,212.0,1
2024-11-15,2317.tw,212.0,214.5,206.0,207.0,99347209,209.166667,1
2024-11-18,2317.tw,205.0,208.0,202.0,202.5,59712102,204.166667,1
2024-11-19,2317.tw,203.5,205.0,201.0,203.5,59058419,203.166667,1
2024-11-20,2317.tw,206.0,206.0,206.0,206.0,44351353,206.0,1
2024-11-21,2317.tw,205.0,205.0,202.0,202.5,49115813,203.166667,1
2024-11-22,2317.tw,205.5,207.0,203.0,203.0,36997322,204.333333,1
2024-11-25,2317.tw,206.0,210.5,205.5,210.5,80172067,208.833333,1
2024-11-26,2317.tw,207.0,207.0,202.0,202.5,92584940,203.833333,1
2024-11-27,2317.tw,200.5,201.0,196.5,196.5,92029898,198.0,1
2024-11-28,2317.tw,196.0,199.0,193.0,195.5,56842531,195.833333,1
2024-11-29,2317.tw,193.5,199.0,192.5,195.5,48382854,195.666667,1
2024-12-02,2317.tw,198.5,199.5,195.5,196.0,46054629,197.0,1
2024-12-03,2317.tw,198.5,200.0,196.5,196.5,50430915,197.666667,1
2024-12-04,2317.tw,197.5,201.5,197.0,201.0,48810602,199.833333,1
2024-12-05,2317.tw,203.0,203.5,199.0,199.0,45629278,200.5,1
2024-12-06,2317.tw,199.5,201.5,197.5,198.0,46385653,199.0,1
2024-12-09,2317.tw,198.5,199.0,195.0,195.0,39186123,196.333333,1
2024-12-10,2317.tw,193.0,195.0,192.0,192.0,55981201,193.0,1
2024-12-11,2317.tw,190.0,194.0,189.0,189.0,62875365,190.666667,1
2024-12-12,2317.tw,190.5,193.0,188.5,188.5,47067315,190.0,1
2024-12-13,2317.tw,188.5,189.5,185.5,186.5,52081754,187.166667,1
2024-12-16,2317.tw,188.0,189.5,181.5,182.0,71398289,184.333333,1
2024-12-17,2317.tw,181.0,186.0,181.0,183.0,54107138,183.333333,1
2024-12-18,2317.tw,183.0,185.5,182.5,184.5,46803571,184.166667,1
2024-12-19,2317.tw,181.0,182.0,179.0,181.0,62303203,180.666667,1
2024-12-20,2317.tw,181.0,184.0,180.0,181.0,55158347,181.666667,1
2024-12-23,2317.tw,185.0,187.5,184.0,185.5,50507684,185.666667,1
2024-12-24,2317.tw,187.5,187.5,185.5,185.5,32584682,186.166667,1
2024-12-25,2317.tw,186.5,188.0,186.0,186.5,21198608,186.833333,1
2024-12-26,2317.tw,187.5,189.0,187.0,187.5,35581123,187.833333,1
2024-12-27,2317.tw,187.5,188.0,185.5,186.5,20870917,186.666667,1
2024-12-30,2317.tw,185.5,187.0,184.5,185.0,23909208,185.5,1
2024-12-31,2317.tw,184.5,185.0,183.0,184.0,21179875,184.0,1
2025-01-02,2317.tw,184.0,186.0,181.5,182.5,38301022,183.333333,1
2025-01-03,2317.tw,183.0,184.0,180.5,181.0,46698161,181.833333,1
2025-01-06,2317.tw,185.0,187.5,183.5,184.5,66600965,185.166667,1
2025-01-07,2317.tw,187.0,192.0,186.5,190.0,80605094,189.5,1
2025-01-08,2317.tw,190.0,190.0,187.0,188.0,40650155,188.333333,1
2025-01-09,2317.tw,188.0,188.0,183.0,183.0,44873514,184.666667,1
2025-01-10,2317.tw,182.5,184.0,181.0,181.5,39132489,182.166667,1
2025-01-13,2317.tw,180.0,180.5,171.5,171.5,148207264,174.5,1
2025-01-14,2317.tw,171.5,174.5,171.0,174.5,62025042,173.333333,1
2025-01-15,2317.tw,174.5,175.5,171.0,171.0,57853514,172.5,1
2025-01-16,2317.tw,175.0,176.0,173.0,173.5,41090927,174.166667,1
2025-01-17,2317.tw,173.0,175.5,172.0,173.5,44467947,173.666667,1
2025-01-20,2317.tw,174.5,178.0,174.5,178.0,33266229,176.833333,1
2025-01-21,2317.tw,178.5,180.0,177.0,178.5,31745824,178.5,1
2025-01-22,2317.tw,180.5,181.0,178.5,180.0,43634401,179.833333,1
2025-02-03,2317.tw,164.0,168.0,163.5,165.5,155112848,165.666667,1
2025-02-04,2317.tw,167.0,169.0,165.0,165.0,62817481,166.333333,1
2025-02-05,2317.tw,167.0,171.5,167.0,171.0,50787569,169.833333,1
2025-02-06,2317.tw,172.5,174.0,171.0,173.0,40235011,172.666667,1
2025-02-07,2317.tw,175.0,178.0,174.0,178.0,50334024,176.666667,1
2025-02-10,2317.tw,176.0,176.5,174.0,174.0,35975740,174.833333,1
2025-02-11,2317.tw,178.0,182.0,176.0,179.0,69282654,179.0,1
2025-02-12,2317.tw,181.5,181.5,177.0,177.0,41760435,178.5,1
2025-02-13,2317.tw,177.0,181.0,177.0,180.0,40054109,179.333333,1
2025-02-14,2317.tw,180.0,180.5,177.5,178.0,26170902,178.666667,1
2025-02-17,2317.tw,179.5,182.5,179.0,182.5,46052153,181.333333,1
2025-02-18,2317.tw,183.0,184.0,181.0,183.5,26614265,182.833333,1
2025-02-19,2317.tw,183.5,184.5,182.0,183.0,33998620,183.166667,1
2025-02-20,2317.tw,183.0,183.5,181.5,182.0,23201907,182.333333,1
2025-02-21,2317.tw,181.5,184.0,181.0,183.0,34837198,182.666667,1
2025-02-24,2317.tw,181.0,184.0,180.5,184.0,26499357,182.833333,1
2025-02-25,2317.tw,181.5,182.0,177.5,177.5,62236037,179.0,1
2025-02-26,2317.tw,175.0,181.0,174.5,180.5,44189198,178.666667,1
2025-02-27,2317.tw,180.0,181.5,174.0,174.0,78529299,176.5,1
2025-03-03,2317.tw,172.0,175.0,170.0,170.0,67754390,171.666667,1
2025-03-04,2317.tw,165.5,172.0,165.0,170.5,68513242,169.166667,1
2025-03-05,2317.tw,171.5,175.0,171.5,173.5,44481318,173.333333,1
2025-03-06,2317.tw,175.5,176.0,173.5,173.5,28371666,174.333333,1
2025-03-07,2317.tw,171.0,174.5,171.0,172.0,31346422,172.5,1
2025-03-10,2317.tw,173.5,174.0,170.0,172.0,35538548,172.0,1
2025-03-11,2317.tw,166.0,169.5,165.0,168.5,65518436,167.666667,1
2025-03-12,2317.tw,169.0,171.5,169.0,170.5,39457767,170.333333,1
2025-03-13,2317.tw,172.5,174.0,168.0,168.0,33203563,170.0,1
2025-03-14,2317.tw,168.5,170.5,168.0,170.0,32460048,169.5,1
2025-03-17,2317.tw,172.0,172.5,168.0,168.0,49505421,169.5,1
2025-03-18,2317.tw,169.0,169.5,167.0,167.5,38491878,168.0,1
2025-03-19,2317.tw,167.0,167.5,163.5,164.0,76827146,165.0,1
2025-03-20,2317.tw,165.0,167.0,164.5,166.0,36080294,165.833333,1
2025-03-21,2317.tw,167.0,167.0,165.0,165.0,44208163,165.666667,1
2025-03-24,2317.tw,166.5,167.0,163.0,163.0,40731359,164.333333,1
2025-03-25,2317.tw,165.5,166.5,164.0,165.0,32238564,165.166667,1
2025-03-26,2317.tw,166.0,167.0,165.0,166.0,18157417,166.0,1
2025-03-27,2317.tw,163.5,164.0,160.0,160.5,64776987,161.5,1
2025-03-28,2317.tw,158.0,158.5,153.0,154.0,106024520,155.166667,1
2025-03-31,2317.tw,145.0,149.5,145.0,146.0,126784939,146.833333,1
2025-04-01,2317.tw,148.5,153.0,148.0,152.0,59980318,151.0,1
2025-04-02,2317.tw,153.0,154.5,152.0,153.5,38028390,153.333333,1
2025-04-07,2317.tw,138.5,138.5,138.5,138.5,26126364,138.5,1
2025-04-08,2317.tw,127.0,130.5,125.0,125.0,301202019,126.833333,1
2025-04-09,2317.tw,119.0,122.5,112.5,112.5,358282270,115.833333,1
2025-04-10,2317.tw,123.5,123.5,123.5,123.5,35122259,123.5,1
2025-04-11,2317.tw,118.5,135.0,117.0,134.5,293820443,128.833333,1
2025-04-14,2317.tw,141.5,145.0,136.0,138.5,210223406,139.833333,1
2025-04-15,2317.tw,139.0,140.0,136.0,139.5,84519852,138.5,1
2025-04-16,2317.tw,138.0,139.5,136.0,136.0,59628853,137.166667,1
2025-04-17,2317.tw,134.5,135.5,132.0,134.5,63502645,134.0,1
2025-04-18,2317.tw,135.0,136.5,133.5,135.5,25953939,135.166667,1
2025-04-21,2317.tw,135.0,137.0,134.5,136.5,31715258,136.0,1
2025-04-22,2317.tw,134.5,136.0,131.5,132.0,43756112,133.166667,1
2025-04-23,2317.tw,136.0,139.5,136.0,139.0,64790108,138.166667,1
2025-04-24,2317.tw,139.0,139.0,135.5,136.5,43373263,137.0,1
2025-04-25,2317.tw,140.5,141.0,138.5,139.0,53501504,139.5,1
2025-04-28,2317.tw,140.0,143.5,140.0,142.5,46661370,142.0,1
2025-04-29,2317.tw,141.5,143.5,141.0,143.0,37793068,142.5,1
2025-04-30,2317.tw,143.0,144.0,141.5,141.5,41225512,142.333333,1
2025-05-02,2317.tw,144.5,148.0,144.0,147.5,58858234,146.5,1
2025-05-05,2317.tw,149.0,149.0,142.0,142.5,65835101,144.5,1
2025-05-06,2317.tw,142.5,146.5,142.0,146.0,52642201,144.833333,1
2025-05-07,2317.tw,146.5,148.0,143.5,145.0,42941757,145.5,1
2025-05-08,2317.tw,145.5,146.5,144.5,146.0,28650766,145.666667,1
2025-05-09,2317.tw,146.5,147.5,145.5,147.0,29653062,146.666667,1
2025-05-12,2317.tw,149.0,153.0,148.5,153.0,58159600,151.5,1
2025-05-13,2317.tw,159.5,161.5,157.0,158.0,91396561,158.833333,1
2025-05-14,2317.tw,161.5,163.0,159.5,163.0,68720158,161.833333,1
2025-05-15,2317.tw,163.0,163.0,158.5,159.5,68371776,160.333333,1
2025-05-16,2317.tw,158.5,159.5,157.0,158.0,34064080,158.166667,1
2025-05-19,2317.tw,157.0,158.0,154.0,154.0,51994460,155.333333,1
2025-05-20,2317.tw,157.0,158.5,153.5,154.0,40404578,155.333333,1
2025-05-21,2317.tw,155.0,156.5,154.5,155.0,28794921,155.333333,1
2025-05-22,2317.tw,153.5,154.0,151.5,153.0,36180030,152.833333,1
2025-05-23,2317.tw,156.0,156.0,153.0,154.0,22240124,154.333333,1
2025-05-26,2317.tw,152.5,155.0,151.0,153.0,28674499,153.0,1
2025-05-27,2317.tw,153.5,155.0,152.0,152.0,27178660,153.0,1
2025-05-28,2317.tw,154.0,154.0,151.5,152.0,31301270,152.5,1
